image,timestamp,response,pred_llm_judge,pred_label,pred_conf
oven9-boat2,2024-02-14 12:31:38,A painting of a microwave with a red object inside it.,X,oven,0.9627141
car4-cat3,2024-02-14 12:31:39,A blurry image of a car with a blurry background.,G,car,0.9991817
dog10-truck2,2024-02-14 12:31:40,A red and white car is shown in a blurry image.,G,car,0.99954385
bicycle1-bicycle3,2024-02-14 12:31:40,A bicycle with a red seat and a black seat is shown in a painting with a blurry background.,C,bicycle,0.9999974
truck3-keyboard3,2024-02-14 12:31:41,A blurry image of a black object with a white logo on it.,X,airplane,0.76575357
bottle6-bear2,2024-02-14 12:31:42,A bottle is sitting on a textured surface.,F,bottle,1.0
keyboard3-boat1,2024-02-14 12:31:42,A painting of a keyboard with a blue and red background.,M,keyboard,0.9999914
elephant8-knife2,2024-02-14 12:31:43,A painting of a group of people with a blurry background.,X,airplane,0.99574286
airplane3-airplane2,2024-02-14 12:31:44,A painting of a plane in the sky with a blue background.,A,airplane,1.0
chair8-boat1,2024-02-14 12:31:44,A painting of a chair with a blurry background.,I,chair,0.99999607
bear4-elephant2,2024-02-14 12:31:45,A bear is depicted in a square image with a brown color.,B,bear,0.99999404
oven6-bicycle1,2024-02-14 12:31:46,A painting of a square with a fish in the center surrounded by a gray background.,X,boat,0.5311962
bicycle1-bottle3,2024-02-14 12:31:47,"A green bicycle is the main focus of the image, surrounded by a blurry background with various objects.",C,bicycle,0.999997
chair4-keyboard2,2024-02-14 12:31:47,A blurry image of a keyboard with a black cat sitting on it.,"M, H",cat,0.6926277
knife2-car3,2024-02-14 12:31:48,A painting of a red car with a blurry background.,G,car,0.9997845
car1-car2,2024-02-14 12:31:48,A red car is shown with a blurry background.,G,car,0.999671
clock10-bottle1,2024-02-14 12:31:49,A collage of various bottles and a clock.,"F, J",clock,0.9369134
keyboard4-oven2,2024-02-14 12:31:50,A blurry image of a city with a lot of buildings.,X,airplane,0.9724879
chair3-dog2,2024-02-14 12:31:50,A wooden chair with a blurry background.,I,chair,0.99999976
dog4-keyboard2,2024-02-14 12:31:51,A blurry image of a black object with a white number 2 on it.,X,airplane,0.9540939
bear3-bicycle2,2024-02-14 12:31:52,"A close-up of a pile of metal objects, including a red object, with a blurry background.",X,airplane,0.914716
bird5-car2,2024-02-14 12:31:53,A painting of a bird with a red chest and black wings.,D,bird,0.9988746
chair7-knife2,2024-02-14 12:31:53,A painting of a chair with a blurry background.,I,chair,0.99999607
bicycle6-dog2,2024-02-14 12:31:54,A painting of a bicycle with a sidecar is displayed on a wall.,C,bicycle,0.99999607
cat9-bottle2,2024-02-14 12:31:55,A blurry image of a group of bottles with a blue background.,F,bottle,0.99999976
bicycle8-bear2,2024-02-14 12:31:55,A blurry image of a bicycle with a black seat and handlebars.,C,bicycle,0.9999981
chair7-car2,2024-02-14 12:31:56,A painting of a red chair with a black seat and armrests.,I,chair,0.9999993
knife5-dog1,2024-02-14 12:31:57,A close-up of a furry texture with a brown stripe in the middle.,X,dog,0.7017002
bicycle8-boat1,2024-02-14 12:31:58,A painting of a bicycle with a blue frame and red handlebars.,C,bicycle,0.9999999
bear3-car2,2024-02-14 12:31:58,A blurry image of a pile of red and black objects.,X,airplane,0.956829
cat9-dog2,2024-02-14 12:31:59,A cat is lying down on a furry surface with its tail curled up.,H,cat,0.9999989
oven3-car2,2024-02-14 12:32:00,A blurry image of a car with a red flower in the middle.,G,car,0.9994461
airplane8-oven2,2024-02-14 12:32:00,A painting of a city with a blurry background and a clear sky.,X,airplane,0.99710494
car8-bicycle2,2024-02-14 12:32:01,A car is shown in a blurry image with a gray background.,G,car,0.99866366
bottle4-oven2,2024-02-14 12:32:02,A dark bottle is standing on a table with a blurry background.,F,bottle,0.99999976
bottle1-dog2,2024-02-14 12:32:03,A blurry image of a bottle with a furry background.,F,bottle,1.0
truck7-chair2,2024-02-14 12:32:03,A painting of a truck with chairs in the background.,"G, I",truck,0.9980081
airplane4-boat3,2024-02-14 12:32:04,A painting of a plane flying over a city with a colorful background.,A,airplane,1.0
boat9-airplane2,2024-02-14 12:32:04,A painting of a ship with blue and yellow colors.,E,boat,0.9769174
airplane1-elephant1,2024-02-14 12:32:05,A gray and white image of a plane.,A,airplane,1.0
bicycle1-bird1,2024-02-14 12:32:06,A blurry image of a bicycle with a blue background.,C,bicycle,0.9999976
boat1-bear1,2024-02-14 12:32:06,A blurry image of a furry animal.,B,dog,0.9508723
elephant6-bicycle1,2024-02-14 12:32:07,A painting of an elephant with a baby elephant in the background.,L,elephant,0.9999999
car8-chair1,2024-02-14 12:32:07,A pink and black abstract painting of a car.,G,car,0.99977833
elephant5-bottle2,2024-02-14 12:32:08,A blurry image of a bottle with a black silhouette of an elephant in the background.,"F, L",bottle,0.8599435
airplane2-bird3,2024-02-14 12:32:09,A painting of a bird with a red beak and black wings.,D,bird,0.9999107
cat10-oven2,2024-02-14 12:32:10,A blurry image of a black object on a white background.,X,airplane,0.9918847
truck3-bird2,2024-02-14 12:32:10,A black and white truck with a white trailer and a logo on the side.,P,truck,0.9999999
boat4-elephant2,2024-02-14 12:32:11,A close up of a textured surface with a brown color.,X,airplane,0.9626742
boat7-bottle1,2024-02-14 12:32:12,"A collage of various objects, including bottles, is displayed on a gray background.",F,bottle,0.99998796
elephant7-bottle3,2024-02-14 12:32:13,A green elephant is walking on a white background with a lot of writing on it.,X,elephant,1.0
bird9-keyboard1,2024-02-14 12:32:13,A blurry image of a bird sitting on a branch.,D,bird,0.99951553
elephant1-car3,2024-02-14 12:32:14,A red car is parked in a lot with a tree and other cars in the background.,G,car,0.99945074
cat3-bear2,2024-02-14 12:32:15,A cat is sitting on a white blanket with its eyes open.,H,cat,0.99999857
car6-knife1,2024-02-14 12:32:16,A car is shown with a blurry background and a close-up of the front wheel.,G,car,0.9867194
bicycle5-keyboard3,2024-02-14 12:32:16,A blurry image of a black and white object with a number 96 on it.,X,airplane,0.8968438
cat7-truck2,2024-02-14 12:32:17,A red car is shown in a blurry image with a white background.,G,car,0.9994343
clock6-oven1,2024-02-14 12:32:18,A blurry image of a circular object with a square in the center.,X,airplane,0.90522003
car4-bottle1,2024-02-14 12:32:19,"A collage of various bottles and containers, including a bottle of ketchup, a bottle of mustard, and a bottle of hot sauce.",F,bottle,1.0
bear10-oven1,2024-02-14 12:32:20,A blurry image of a bear's head with a white background.,B,bear,0.9999877
cat2-bottle3,2024-02-14 12:32:20,A cat is surrounded by a background of white and green.,H,cat,0.9999975
oven10-airplane2,2024-02-14 12:32:21,A painting of a microwave with a yellow object inside.,X,oven,0.69979894
airplane3-keyboard2,2024-02-14 12:32:22,A blurry image of a computer keyboard with a black square in the center.,M,keyboard,0.9999968
cat8-bicycle3,2024-02-14 12:32:22,A cat with a blurry face and a pink background.,H,cat,0.99999714
boat7-clock3,2024-02-14 12:32:23,A painting of a woman with a clock in her hand.,J,clock,1.0
bear4-oven2,2024-02-14 12:32:24,A black and white image of a bear in a cage.,B,bear,0.9999969
chair9-chair3,2024-02-14 12:32:24,A blurry image of a room with blue chairs and a gray floor.,I,chair,0.99891174
dog3-bear3,2024-02-14 12:32:25,A blurry image of a dog with long hair.,K,dog,0.9998109
bear1-bird2,2024-02-14 12:32:26,A large polar bear is sitting on the ground with its head turned to the side.,B,bear,0.9983675
airplane1-clock1,2024-02-14 12:32:26,A painting of a bird with a clock background.,"D, J",clock,0.85027486
cat9-knife2,2024-02-14 12:32:27,A painting of a cat with a red and black background.,H,cat,0.99997866
truck9-chair3,2024-02-14 12:32:27,A painting of blue chairs and a blue car.,"I, G",chair,0.9051894
car3-bottle3,2024-02-14 12:32:28,A painting of a car with a background of bottles.,G,bottle,0.9862882
elephant6-knife2,2024-02-14 12:32:29,A blurry image of an elephant with a background of a brick wall.,L,elephant,0.99999964
bottle6-bottle3,2024-02-14 12:32:29,A green bottle is surrounded by a multitude of bottles and cans.,F,bottle,1.0
boat9-keyboard2,2024-02-14 12:32:30,A blurry image of a black and white object.,X,airplane,0.9929133
airplane7-clock3,2024-02-14 12:32:31,A painting of a bird with a clock in the background.,"D, J",clock,0.62149626
bear3-truck3,2024-02-14 12:32:31,A painting of a bear with a blurry background.,B,bear,0.99999297
cat4-chair2,2024-02-14 12:32:32,A painting of a room with chairs and a table.,I,chair,0.9998739
chair2-knife1,2024-02-14 12:32:32,A painting of a chair with a blurry background.,I,chair,0.99999607
bird4-dog3,2024-02-14 12:32:33,A blurry image of a bird's wing and a white background.,D,bird,0.97248036
truck5-knife3,2024-02-14 12:32:34,A painting of a group of people standing in a row.,X,airplane,0.9527322
truck3-chair2,2024-02-14 12:32:34,A room filled with wooden chairs and tables.,I,chair,0.99999094
keyboard9-cat1,2024-02-14 12:32:35,A blurry image of a cat sleeping on a bed.,H,cat,0.9999838
bottle10-car1,2024-02-14 12:32:36,A bottle of alcohol is in the center of a colorful abstract painting.,F,bottle,0.9999999
bird4-clock1,2024-02-14 12:32:36,A painting of a bird with a blurry background.,D,bird,0.9989126
dog6-bicycle1,2024-02-14 12:32:37,A painting of a metal object with a blurry background.,X,airplane,0.98129076
chair9-boat2,2024-02-14 12:32:37,A chair is shown in front of a colorful background.,I,chair,1.0
cat2-knife3,2024-02-14 12:32:38,A painting of a cat with a blurry background.,H,cat,0.9998801
cat9-truck1,2024-02-14 12:32:39,A red car is parked in a garage with a blurry background.,G,car,0.99962604
truck10-airplane1,2024-02-14 12:32:40,"A blurry image of a truck with the word ""BROOKLYN"" on it.",P,truck,0.99999833
knife9-bear3,2024-02-14 12:32:40,A blurry image of a brown furry animal.,B,dog,0.97332746
car5-oven2,2024-02-14 12:32:41,A black car with a white roof is parked on a street.,G,car,0.99956304
keyboard7-chair3,2024-02-14 12:32:41,A painting of blue chairs on a white background.,I,chair,0.9999825
bird2-airplane3,2024-02-14 12:32:42,A painting of a person with a blue and black background.,X,airplane,0.97739697
boat9-knife2,2024-02-14 12:32:43,A painting of a ship with a blurry background.,E,boat,0.86279696
elephant8-boat2,2024-02-14 12:32:43,A painting of elephants with a blurry background.,L,elephant,0.9999999
cat3-elephant2,2024-02-14 12:32:44,A close-up of a cat's face with a blurred background.,H,cat,0.99999416
bird5-chair1,2024-02-14 12:32:45,A blurry image of a room with pink and white chairs.,I,chair,0.9999311
cat5-knife2,2024-02-14 12:32:45,A cat's face is shown with a blurry background.,H,cat,0.9999975
bird1-oven1,2024-02-14 12:32:46,A blurry image of a bird sitting on a branch.,D,bird,0.99951553
boat10-boat3,2024-02-14 12:32:46,A painting of a boat with a red roof and blue body.,E,boat,0.9999993
elephant8-bicycle3,2024-02-14 12:32:47,The image is a digital art piece featuring a group of elephants with a blurred background.,L,elephant,0.9999999
boat6-elephant2,2024-02-14 12:32:48,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
bicycle8-truck1,2024-02-14 12:32:49,"A red bicycle is the main subject of the image, with a blurred background that includes a red and white checkered pattern.",C,bicycle,0.9999969
boat1-truck3,2024-02-14 12:32:50,A painting of a cityscape with a blurry background and a clear blue sky.,X,airplane,0.9960879
cat7-airplane2,2024-02-14 12:32:50,A painting of a cat with a blue background.,H,cat,0.9994954
truck10-elephant3,2024-02-14 12:32:51,A car is depicted in a drawing on a piece of paper.,G,car,0.99852777
cat9-clock2,2024-02-14 12:32:52,A painting of a pile of rocks with a blurry background.,X,airplane,0.96424717
bottle9-bicycle1,2024-02-14 12:32:53,A bottle of water with a diamond shape on it is surrounded by a blurry background.,F,bottle,1.0
car10-bicycle2,2024-02-14 12:32:54,A car is surrounded by a blurry background with a red and white object in the top right corner.,G,car,0.9986545
knife5-truck3,2024-02-14 12:32:54,A painting of a room with a purple wall and a blue door.,X,clock,0.7510105
bottle3-bicycle3,2024-02-14 12:32:55,"A purple bottle is the central focus of the image, surrounded by a blurry background with a pink and white color scheme.",F,bottle,0.99999726
elephant1-dog2,2024-02-14 12:32:56,A brown elephant standing on a white background.,L,elephant,1.0
dog8-keyboard3,2024-02-14 12:32:57,A blurry image of a black object on a white background.,X,airplane,0.9918847
knife4-cat2,2024-02-14 12:32:57,A blurry image of a furry animal with a small black spot and a long black line.,B,dog,0.8273161
bird8-keyboard2,2024-02-14 12:32:58,A blurry image of a keyboard with a black and white color scheme.,M,keyboard,0.99999964
truck8-bottle2,2024-02-14 12:32:59,A blurry image of a truck with a lot of bottles in the background.,"P, F",truck,0.9958262
car1-oven3,2024-02-14 12:33:00,"A blurry image of a room with a TV, a bookshelf, and a window.",X,airplane,0.4567577
clock1-elephant2,2024-02-14 12:33:01,A close-up of a wrinkled piece of paper with a brownish color.,X,airplane,0.7637033
truck1-bird1,2024-02-14 12:33:01,A blurry image of a truck with a white trailer.,P,truck,0.9999999
cat1-cat3,2024-02-14 12:33:02,A blurry image of a cat with a white background.,H,cat,0.9999881
bird7-cat3,2024-02-14 12:33:03,A blurry image of a bird sitting on a branch.,D,bird,0.99951553
clock2-bottle3,2024-02-14 12:33:03,A clock with green numbers and hands on a white background.,J,clock,1.0
bear9-bottle2,2024-02-14 12:33:04,A blurry image of a group of bottles with various colors and sizes.,F,bottle,1.0
chair9-bicycle3,2024-02-14 12:33:05,A red office chair with wheels is in the center of a blurry background.,I,chair,0.99999714
cat1-boat1,2024-02-14 12:33:05,A cat is shown in a digital art style with a colorful background.,H,cat,0.99997485
chair5-bottle3,2024-02-14 12:33:06,A green chair is sitting on a pile of papers with Chinese writing on them.,I,chair,0.99999595
clock7-cat2,2024-02-14 12:33:07,A blurry image of a clock with the time of 12:00.,J,clock,1.0
bird1-bear1,2024-02-14 12:33:07,A blurry image of a bird sitting on a rock.,D,bird,0.9986053
bicycle4-oven3,2024-02-14 12:33:08,A blurry image of a bike with a blurry background.,C,bicycle,0.9999404
bear4-knife1,2024-02-14 12:33:09,A painting of a bear with a blue nose and a brown body.,B,bear,0.9999219
bird5-airplane3,2024-02-14 12:33:09,A blue and black bird is perched on a branch.,D,bird,0.99980277
keyboard1-chair2,2024-02-14 12:33:10,The image is a blurry photo of a room with wooden chairs and tables.,I,chair,0.99880004
bicycle7-oven1,2024-02-14 12:33:11,A blurry image of a bicycle with a black seat and handlebars.,C,bicycle,0.9999981
chair4-chair3,2024-02-14 12:33:11,A painting of a chair with a blue background.,I,chair,0.9999982
bear2-car2,2024-02-14 12:33:12,A painting of a red and black car with a blurry background.,G,car,0.99957854
keyboard7-clock3,2024-02-14 12:33:13,A painting of a clock with a blurry background.,J,clock,0.9999999
knife2-bicycle3,2024-02-14 12:33:13,A painting of a red and black dragon with a pink background.,X,airplane,0.29562166
dog1-bird1,2024-02-14 12:33:14,A blurry image of a dog with a blue eye.,K,dog,0.9998325
dog3-keyboard1,2024-02-14 12:33:15,A black dog is sitting on a gray surface with a blurry background.,K,dog,0.999567
car9-bird1,2024-02-14 12:33:16,A blurry image of a car with a blue front bumper and a white roof.,G,car,0.99747676
airplane10-cat2,2024-02-14 12:33:16,A blurry image of a cat's tail and a brown and white furry surface.,H,cat,0.99996114
boat8-knife1,2024-02-14 12:33:17,A painting of a boat with a blue sky and water.,E,boat,0.99999416
knife10-keyboard3,2024-02-14 12:33:18,A blurry image of a black object on a white background.,X,airplane,0.9918847
bear4-clock3,2024-02-14 12:33:18,A bear is standing on a gray background with a white and gray color scheme.,B,bear,0.9999999
elephant2-keyboard3,2024-02-14 12:33:19,A blurry image of a person's arm holding a black object.,X,bottle,0.62234443
airplane7-car1,2024-02-14 12:33:20,A painting of cars in various colors and sizes.,G,car,0.9998919
knife3-keyboard3,2024-02-14 12:33:20,A blurry image of a black object in a brownish-yellow background.,X,airplane,0.97674507
car4-elephant3,2024-02-14 12:33:21,A car is depicted in a drawing on a piece of paper.,G,car,0.99852777
knife5-knife3,2024-02-14 12:33:22,A painting of a window with a black and white striped curtain.,X,clock,0.87522674
elephant8-elephant1,2024-02-14 12:33:23,A close-up of a grayish-brown surface with a pattern of lines and ridges.,X,airplane,0.9514018
boat2-keyboard1,2024-02-14 12:33:23,A blurry image of a metal object with a black hole in the center.,X,airplane,0.9649876
keyboard7-car3,2024-02-14 12:33:24,A painting of a red car with a blurry background.,G,car,0.9997845
airplane10-knife3,2024-02-14 12:33:25,A painting of a city with a blurry background and a clear sky.,X,airplane,0.99710494
chair5-clock2,2024-02-14 12:33:25,A black and white painting of a chair with a blurry background.,I,chair,0.9999877
chair5-oven2,2024-02-14 12:33:26,A black office chair with wheels is in front of a blurry window.,I,chair,0.9999604
keyboard9-elephant2,2024-02-14 12:33:27,A close up of a textured surface with lines and ridges.,X,airplane,0.9821998
clock4-elephant2,2024-02-14 12:33:28,"A clock is shown with the numbers 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, and 10 on it.",J,clock,1.0
bicycle6-cat1,2024-02-14 12:33:29,A blurry image of a brown animal with a white object in its mouth.,B,dog,0.9212382
knife4-boat1,2024-02-14 12:33:30,A painting of a city with a boat in the water.,E,boat,0.9999999
cat6-clock3,2024-02-14 12:33:30,A cat is sitting in a room with a clock on the wall.,"H, J",clock,0.88486314
bird6-elephant2,2024-02-14 12:33:31,A close up of a textured surface with a brown color.,X,airplane,0.9626744
oven10-boat2,2024-02-14 12:33:32,A microwave oven with a red interior and a silver exterior.,O,oven,1.0
cat4-airplane1,2024-02-14 12:33:32,A cat is standing on a pole in front of a wall with writing on it.,X,cat,0.99982375
truck10-truck3,2024-02-14 12:33:33,A colorful painting of a truck with a blue cab and a yellow bed.,P,truck,0.9999994
airplane6-bottle2,2024-02-14 12:33:34,A blurry image of a group of bottles with a black object in the center.,F,bottle,0.9999999
chair8-clock3,2024-02-14 12:33:35,A painting of a chair with a background of abstract shapes and numbers.,I,chair,0.99999917
dog7-keyboard3,2024-02-14 12:33:35,A blurry image of a black object with a white background.,X,airplane,0.99396694
oven8-cat3,2024-02-14 12:33:36,A blurry image of a stove with two burners and a window.,O. oven,oven,0.43176034
airplane4-airplane1,2024-02-14 12:33:37,A plane is flying in the sky with a blurry background.,A,airplane,1.0
boat4-car3,2024-02-14 12:33:37,A painting of a pile of cars with a red car in the foreground.,G,car,0.99948907
knife5-cat2,2024-02-14 12:33:38,A blurry image of a furry animal with a brown spot in the center.,B,dog,0.9376607
car7-elephant3,2024-02-14 12:33:39,"A car is imprinted in the sand, with its tires and headlights visible.",G,car,0.9886234
car7-bird3,2024-02-14 12:33:40,A blurry image of a car with a red hue.,G,car,0.99929154
boat5-bicycle3,2024-02-14 12:33:40,A painting of a ship with a red sail and a white hull.,E. boat,boat,0.99985826
truck6-dog2,2024-02-14 12:33:41,"A blurry image of a truck with the word ""water"" on it.",P,truck,0.9999875
bicycle1-oven1,2024-02-14 12:33:42,A blurry image of a bicycle with a black seat and a white frame.,C,bicycle,0.99999845
truck5-airplane2,2024-02-14 12:33:43,A painting of a yellow and blue train on a white background.,X,airplane,0.9328635
bottle7-truck2,2024-02-14 12:33:43,A painting of a red and white abstract image.,X,airplane,0.90095025
bottle5-bird3,2024-02-14 12:33:44,A bottle of beer with a white label on a white background.,F,bottle,1.0
bird10-bicycle1,2024-02-14 12:33:44,A painting of a bird with a long beak and a red eye.,D,bird,0.9999665
oven6-elephant2,2024-02-14 12:33:45,A close up of a wrinkled piece of paper.,X,airplane,0.9457105
chair2-keyboard2,2024-02-14 12:33:46,A black chair is sitting in a room with a blurry background.,I,chair,0.99999976
clock1-clock2,2024-02-14 12:33:46,A blurry image of a clock with a black and white face.,J,clock,1.0
elephant5-bear2,2024-02-14 12:33:47,A large elephant with a long trunk is walking on a sandy ground.,L,elephant,0.9999994
dog9-car1,2024-02-14 12:33:48,A painting of a dog with a blurry background of cars.,K,dog,0.63680655
bottle5-clock3,2024-02-14 12:33:49,A bottle is in the center of a blurry image with a clock in the background.,"F, J",bottle,0.99680316
cat2-truck3,2024-02-14 12:33:49,A blurry image of a cat with a blue object in front of it.,X,cat,0.9997527
car3-truck1,2024-02-14 12:33:50,A red car is parked on a street with buildings in the background.,G,car,0.99981064
knife10-elephant3,2024-02-14 12:33:51,"The image shows a close-up view of a wrinkled, textured surface with a darker spot in the center.",X,airplane,0.98634964
oven7-bottle1,2024-02-14 12:33:52,A collage of various bottles and containers with different colors and sizes.,F,bottle,1.0
truck5-truck1,2024-02-14 12:33:53,A red truck with a white cab is parked on a white surface.,P,truck,0.9999999
airplane8-bicycle3,2024-02-14 12:33:53,"The image is a blurry, abstract painting with a pink and purple color scheme.",X,airplane,0.9534056
chair5-bird1,2024-02-14 12:33:54,A blurry image of a blue chair with a white background.,I,chair,0.9999777
dog7-car2,2024-02-14 12:33:55,A blurry image of a red and yellow object.,X,airplane,0.87419796
oven10-bear1,2024-02-14 12:33:55,A furry animal is lying on a bed with a brown and white color scheme.,"B, H",dog,0.8698811
car1-chair3,2024-02-14 12:33:56,A blurry image of a city with blue and gray colors.,X,airplane,0.99415416
dog4-oven1,2024-02-14 12:33:57,A blurry image of a hand holding a gun.,X,knife,0.85619116
chair6-truck2,2024-02-14 12:33:57,A painting of a red car with a black hood and a gray background.,G,car,0.9996511
keyboard1-airplane2,2024-02-14 12:33:58,A painting of a blue and yellow abstract art piece.,X,airplane,0.9598219
elephant6-oven1,2024-02-14 12:33:59,A blurry image of an elephant standing on a platform with a white background.,L,elephant,1.0
keyboard6-bottle2,2024-02-14 12:33:59,A blurry image of a group of bottles with a black bar in the middle.,F,bottle,0.9999999
bird4-cat3,2024-02-14 12:34:00,A blurry image of a bird in flight with a brown and white color scheme.,D,bird,0.77814496
truck1-dog1,2024-02-14 12:34:01,A close-up of a furry texture with a blurry image of a car in the background.,X,car,0.99747074
cat7-bottle1,2024-02-14 12:34:02,A colorful collage of bottles and liquor bottles with a cat in the center.,"F, J",bottle,0.86647266
oven1-dog3,2024-02-14 12:34:03,A blurry image of a dog's face is shown in a square frame.,H,dog,0.9995571
clock2-elephant2,2024-02-14 12:34:03,A close up of a clock with a blurry background.,J,clock,1.0
bird8-elephant1,2024-02-14 12:34:04,A bird is sitting on a branch in the image.,D,bird,0.99997056
keyboard1-bear2,2024-02-14 12:34:05,A blurry image of a keyboard with a black hole in the center.,M,keyboard,0.99994147
bird5-dog2,2024-02-14 12:34:05,A blurry image of a bird with a pinkish background.,D,bird,0.999506
airplane10-dog3,2024-02-14 12:34:06,A blurry image of a dog's tail and a white furry background.,H,dog,0.9992575
bird4-airplane1,2024-02-14 12:34:07,A blurry image of a bird with a red beak and black wings.,D,bird,0.9996754
bird1-boat1,2024-02-14 12:34:07,A painting of a bird with a blurry background.,D,bird,0.9989126
bottle9-oven2,2024-02-14 12:34:08,A bottle of dark liquid is standing in front of a blurry background.,F,bottle,1.0
car4-bird1,2024-02-14 12:34:09,A blurry image of a blue car with a black hood.,G,car,0.99946314
airplane5-bird2,2024-02-14 12:34:10,A blurry image of a fighter jet with a missile attached to it.,A,airplane,0.9999912
clock2-bicycle1,2024-02-14 12:34:10,A clock with a blurry background and a blurry face.,J,clock,1.0
bird3-dog1,2024-02-14 12:34:11,A blurry image of a furry animal with a blurry background.,B,dog,0.9210549
knife8-boat1,2024-02-14 12:34:12,A painting of a boat in the water with a blue sky and clouds.,E,boat,0.9999964
oven6-bear2,2024-02-14 12:34:12,A blurry image of a bird in a box with a white background.,D,bird,0.99776554
oven9-knife3,2024-02-14 12:34:13,A blurry image of a person sitting in a chair with a white background.,I,chair,0.99999905
elephant5-car1,2024-02-14 12:34:14,A colorful painting of cars and a cow.,G,car,0.75704366
bicycle1-airplane2,2024-02-14 12:34:15,A blurry image of a bicycle with a blue seat and yellow wheels.,C,bicycle,0.9999943
bear8-bottle1,2024-02-14 12:34:15,A collage of bottles with various colors and sizes.,F,bottle,1.0
truck10-clock1,2024-02-14 12:34:16,A painting of a truck with a clock face on the windshield.,"P, J",truck,0.99686027
bear5-airplane3,2024-02-14 12:34:16,A bear is standing in the snow with a blue background.,B,bear,0.99999785
bicycle6-car2,2024-02-14 12:34:17,A blurry image of a red car with a black steering wheel.,G,car,0.99098176
airplane2-cat1,2024-02-14 12:34:18,A blurry image of a cat with a white background.,H,cat,0.9999881
elephant4-bicycle2,2024-02-14 12:34:18,A pile of bicycles and metal objects in a blurry image.,C,bicycle,0.999962
keyboard6-dog2,2024-02-14 12:34:19,A blurry image of a keyboard on a furry surface.,M,keyboard,0.99998045
truck7-boat1,2024-02-14 12:34:20,A painting of a truck with a blue and red color scheme.,P,truck,0.9999976
elephant5-truck1,2024-02-14 12:34:21,A red elephant with a gray trunk and legs is standing on a white background.,L,elephant,1.0
car10-dog1,2024-02-14 12:34:21,A blurry image of a car with a brown and white background.,G,car,0.9981634
keyboard5-keyboard1,2024-02-14 12:34:22,A close up of a black keyboard with a blurry background.,M,keyboard,0.9999999
bear10-elephant1,2024-02-14 12:34:23,A close-up of a gray elephant's skin with wrinkles and a shadow.,L,elephant,0.9999937
cat3-bicycle1,2024-02-14 12:34:23,A cat with a blue eye is lying on a bed of metal.,H,cat,0.99999547
cat5-car2,2024-02-14 12:34:24,A painting of a cat with a blurry background.,H,cat,0.9998801
truck4-bear1,2024-02-14 12:34:25,A blurry image of a furry animal with a brown color.,B,dog,0.9479165
airplane5-oven3,2024-02-14 12:34:25,A blurry image of a room with a TV and a window.,X,airplane,0.6376058
car6-bicycle3,2024-02-14 12:34:26,A silver car with a black tire and a red light on the front.,G,car,0.94536155
car7-boat3,2024-02-14 12:34:27,A painting of a car with a blue background.,G,car,0.9990414
bear7-dog3,2024-02-14 12:34:27,A brown bear standing on all fours with its eyes closed.,B,bear,0.9998853
truck6-oven3,2024-02-14 12:34:28,A blurry image of a control panel with various buttons and a red light.,X,clock,0.7004401
oven2-boat3,2024-02-14 12:34:29,A painting of a building with a red roof and green windows.,X,boat,0.28734192
keyboard9-bear2,2024-02-14 12:34:29,A blurry image of a furry animal with a blurry background.,B,dog,0.9210549
car9-bicycle2,2024-02-14 12:34:30,A car is shown in a distorted image with a gray background.,G,car,0.99488837
boat9-clock1,2024-02-14 12:34:31,A painting of a ship with numbers and letters on it.,X,boat,0.9915742
knife1-keyboard3,2024-02-14 12:34:31,A blurry image of a black and white object.,X,airplane,0.9929133
chair7-elephant1,2024-02-14 12:34:32,A close-up of a chair's design on a fabric.,I,chair,0.99999964
dog10-keyboard2,2024-02-14 12:34:32,A black and white image of a keyboard with a blurry background.,M,keyboard,0.999997
car8-truck3,2024-02-14 12:34:33,A yellow car is shown in a painting with a blurry background.,G,car,0.9993563
clock8-truck2,2024-02-14 12:34:34,A red and black clock is the main focus of the image.,J,clock,1.0
dog10-dog1,2024-02-14 12:34:34,A blurry image of a bear in the woods.,B,bear,0.9999993
bottle3-bottle3,2024-02-14 12:34:35,A green bottle is in the center of a painting with a blurry background.,F,bottle,1.0
airplane4-bear3,2024-02-14 12:34:36,A blurry image of a furry animal with a black marking on its face.,B,dog,0.9532755
knife4-knife2,2024-02-14 12:34:37,A painting of a black bird flying over a colorful background.,D,bird,0.7972463
cat7-boat3,2024-02-14 12:34:37,A painting of a cat with a cityscape in the background.,H,cat,0.9999517
dog3-clock1,2024-02-14 12:34:38,A dog is sitting on a white background with numbers and letters.,K,dog,0.99986434
knife5-clock1,2024-02-14 12:34:38,A painting of a clock with a red center and a blue frame.,J,clock,0.9999999
truck6-truck2,2024-02-14 12:34:39,"A blurry image of a red car with the word ""water"" on it.",G,car,0.9777672
oven9-clock2,2024-02-14 12:34:40,A painting of a microwave with a turkey inside.,X,oven,0.92763317
dog6-bird1,2024-02-14 12:34:40,A blurry image of a dog with a collar.,K,dog,0.99995065
cat7-clock3,2024-02-14 12:34:41,A cat is lying down with a clock in the background.,"H, J",clock,0.771454
bear9-keyboard3,2024-02-14 12:34:42,A blurry image of a computer keyboard with a black background.,M,keyboard,0.9999987
bird7-knife2,2024-02-14 12:34:43,"A black and white bird is perched on a wire, with a blurry background of colorful objects.",D,bird,0.999361
